,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
184,25,20.0,0.3,3,0,0.45941807044410415,0.672077922077922
185,25,20.0,0.3,3,1,0.49770290964777947,0.672077922077922
186,25,20.0,0.3,3,2,0.4548238897396631,0.672077922077922
187,25,20.0,0.3,3,3,0.4670750382848392,0.672077922077922
188,25,20.0,0.3,4,0,0.48545176110260335,0.672077922077922
189,25,20.0,0.3,4,1,0.5114854517611026,0.672077922077922
190,25,20.0,0.3,4,2,0.48238897396630936,0.672077922077922
191,25,20.0,0.3,4,3,0.47166921898928027,0.672077922077922
192,25,,0.01,1,0,0.46401225114854516,0.672077922077922
193,25,,0.01,1,1,0.47013782542113325,0.672077922077922
194,25,,0.01,1,2,0.46401225114854516,0.672077922077922
195,25,,0.01,1,3,0.4655436447166922,0.672077922077922
196,25,,0.01,2,0,0.47320061255742724,0.672077922077922
197,25,,0.01,2,1,0.47166921898928027,0.672077922077922
198,25,,0.01,2,2,0.47166921898928027,0.672077922077922
199,25,,0.01,2,3,0.47166921898928027,0.672077922077922
200,25,,0.01,3,0,0.4686064318529862,0.672077922077922
201,25,,0.01,3,1,0.4686064318529862,0.672077922077922
202,25,,0.01,3,2,0.46248085758039814,0.672077922077922
203,25,,0.01,3,3,0.46248085758039814,0.672077922077922
204,25,,0.01,4,0,0.4793261868300153,0.672077922077922
205,25,,0.01,4,1,0.4793261868300153,0.672077922077922
206,25,,0.01,4,2,0.46248085758039814,0.672077922077922
207,25,,0.01,4,3,0.46248085758039814,0.672077922077922
208,25,,0.1,1,0,0.4793261868300153,0.672077922077922
209,25,,0.1,1,1,0.4777947932618683,0.672077922077922
210,25,,0.1,1,2,0.47013782542113325,0.672077922077922
211,25,,0.1,1,3,0.48545176110260335,0.672077922077922
212,25,,0.1,2,0,0.48085758039816234,0.672077922077922
213,25,,0.1,2,1,0.4900459418070444,0.672077922077922
214,25,,0.1,2,2,0.48392036753445633,0.672077922077922
215,25,,0.1,2,3,0.48238897396630936,0.672077922077922
216,25,,0.1,3,0,0.4992343032159265,0.672077922077922
217,25,,0.1,3,1,0.49310872894333846,0.672077922077922
218,25,,0.1,3,2,0.48545176110260335,0.672077922077922
219,25,,0.1,3,3,0.47013782542113325,0.672077922077922
220,25,,0.1,4,0,0.4762633996937213,0.672077922077922
221,25,,0.1,4,1,0.4670750382848392,0.672077922077922
222,25,,0.1,4,2,0.47166921898928027,0.672077922077922
223,25,,0.1,4,3,0.4777947932618683,0.672077922077922
224,25,,0.2,1,0,0.45788667687595713,0.672077922077922
225,25,,0.2,1,1,0.48238897396630936,0.672077922077922
226,25,,0.2,1,2,0.4777947932618683,0.672077922077922
227,25,,0.2,1,3,0.45941807044410415,0.672077922077922
228,25,,0.2,2,0,0.4777947932618683,0.672077922077922
229,25,,0.2,2,1,0.47166921898928027,0.672077922077922
230,25,,0.2,2,2,0.47013782542113325,0.672077922077922
231,25,,0.2,2,3,0.47013782542113325,0.672077922077922
232,25,,0.2,3,0,0.47320061255742724,0.672077922077922
233,25,,0.2,3,1,0.47166921898928027,0.672077922077922
234,25,,0.2,3,2,0.48392036753445633,0.672077922077922
